Price,Currency,Year,Condition,Total Hours,Total Seats,Flight Rules,Category,Propulsion,No. Engines,Make,Model,State,Country,Continent,National Origin,Eng. 1 Hours,Maint. Eng. 1,Eng. 2 Hours,Maint. Eng. 2,Prop. 1 Hours,Maint. Prop. 1,Prop. 2 Hours,Maint. Prop. 2,text
294900.0,USD,2011.0,Used,1740.0,4.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr20-G3,NY,United States,North America,United States,1740.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
279000.0,USD,2006.0,Used,1040.0,4.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22-G2 Gts,FL,United States,North America,United States,0.0,N/A,0.0,N/A,,SPOH,0.0,N/A,$
99500.0,USD,1963.0,Used,6891.0,6.0,No information,Airplane,Piston Engine,1.0,Cessna,205,CA,United States,North America,United States,418.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
62000.0,USD,1977.0,Used,2195.0,4.0,IFR,Airplane,Piston Engine,1.0,Beechcraft,C23 Sundowner 180,FL,United States,North America,United States,10.0,SMOH,0.0,N/A,,,0.0,N/A,$
1295000.0,USD,2004.0,No information,6595.0,4.0,No information,Airplane,Turbofan,2.0,Cessna,Citation Bravo,KS,United States,North America,United States,,,,,0.0,N/A,0.0,N/A,Price: USD $
119000.0,USD,1975.0,Used,5714.0,6.0,IFR,Airplane,Piston Engine,2.0,Beechcraft,58 Baron,FL,United States,North America,United States,1393.0,SFRM,1393.0,SFRM,660.0,SPOH,660.0,SPOH,$
49853.0,USD,1978.0,Used,4043.0,4.0,IFR,Airplane,Piston Engine,1.0,Beechcraft,C23 Sundowner 180,CA,United States,North America,United States,1540.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
139900.0,USD,2000.0,Used,2950.0,4.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr20,GA,United States,North America,United States,920.0,SFRM,0.0,N/A,,SFRM,0.0,N/A,$
795000.0,USD,1982.0,No information,11217.0,8.0,No information,Airplane,Turboprop,2.0,Beechcraft,King Air F90,NC,United States,North America,United States,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A,$
124500.0,USD,1978.0,Used,4304.0,6.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Turbo Lance Ii,IN,United States,North America,United States,985.0,SMOH,0.0,N/A,,SNEW,0.0,N/A,$
40000.0,USD,1973.0,Used,6534.0,2.0,IFR,Airplane,Piston Engine,1.0,Cessna,150L,CA,United States,North America,United States,1407.0,,0.0,N/A,,,0.0,N/A,$
1695000.0,USD,2008.0,Used,6898.0,4.0,No information,Airplane,Turboprop,1.0,Cessna,208B Grand Caravan,FL,United States,North America,United States,1879.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
21500.0,USD,1985.0,Used,300.0,2.0,No information,Airplane,Piston Engine,1.0,Stolp Aircraft,Starduster Too Sa-300,CA,United States,North America,United States,1800.0,SMOH,0.0,N/A,,,0.0,N/A,$
3600000.0,USD,2007.0,No information,5442.0,4.0,No information,Airplane,Turbofan,2.0,Gulfstream Airspace,G150,KS,United States,North America,United States,,,,,0.0,N/A,0.0,N/A,Price: USD $
795000.0,USD,1995.0,No information,6333.0,4.0,IFR,Airplane,Turbofan,2.0,Bombardier Learjet,31A,TX,United States,North America,Canada,,,,,0.0,N/A,0.0,N/A,Price: USD $
190000.0,USD,2002.0,Used,1194.0,4.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr20,CA,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,$
59900.0,USD,1971.0,Used,4986.0,4.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Arrow Ii,FL,United States,North America,United States,1200.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
45000.0,USD,1976.0,Used,9636.0,4.0,IFR,Airplane,Piston Engine,1.0,Beechcraft,C23 Sundowner 180,FL,United States,North America,United States,1362.0,SMOH,0.0,N/A,,,0.0,N/A,$
219000.0,USD,1987.0,Used,15307.0,4.0,No information,Airplane,Piston Engine,1.0,North American Aviation,T28B,OH,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,$
219900.0,USD,2006.0,Used,3575.0,4.0,VFR,Rotorcraft,Piston Engine,1.0,Robinson Helicopter,R44 Raven I,NC,United States,North America,United States,1375.0,SMOH,0.0,N/A,,,0.0,N/A,$
92000.0,USD,2017.0,Used,190.0,2.0,No information,Rotorcraft,Gyrocopter,1.0,Autogyro,Calidus,CA,United States,North America,Germany,190.0,,0.0,N/A,,,0.0,N/A,$
110000.0,USD,1965.0,Used,1737.0,4.0,No information,Airplane,Piston Engine,1.0,Cessna,182H Skylane,NC,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,$
799900.0,USD,2014.0,Used,738.0,6.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Malibu Mirage,MI,United States,North America,United States,738.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
140000.0,USD,1979.0,Used,4590.0,4.0,IFR,Airplane,Piston Engine,1.0,Bellanca,17-30A Super Viking (1979 And Newer),FL,United States,North America,United States,751.0,SNEW,0.0,N/A,,SOH,0.0,N/A,$
65000.0,USD,1998.0,Used,302.0,2.0,VFR,Airplane,Piston Engine,1.0,Steen Aero Lab Inc,Skybolt,VA,United States,North America,United States,357.0,SMOH,0.0,N/A,,,0.0,N/A,$
199000.0,USD,2014.0,Used,185.0,2.0,VFR,Airplane,Piston Engine,2.0,Lockwood Aircraft,Aircam,AL,United States,North America,United States,185.0,,205.0,,205.0,,205.0,,$
297000.0,USD,1999.0,Used,3425.0,6.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Saratoga Ii Hp,MI,United States,North America,United States,500.0,SFRM,0.0,N/A,,SPOH,0.0,N/A,$
260000.0,GBP,2007.0,No information,1500.0,4.0,No information,Airplane,Piston Engine,1.0,Cirrus,Sr22 G3 Gts,N/A,United Kingdom,Europe,United States,,,0.0,N/A,,,0.0,N/A,Price: Â£
379900.0,USD,1964.0,Used,12359.0,12.0,VFR,Rotorcraft,Turboshaft,1.0,Bell Textron,Uh-1H,N/A,United States,North America,United States,1844.0,SMOH,0.0,N/A,,,0.0,N/A,$
98500.0,USD,2016.0,Used,290.0,2.0,VFR,Airplane,Piston Engine,1.0,Evektor,Sportstar,LA,United States,North America,Czech Republic,290.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
304900.0,USD,2018.0,Used,395.0,2.0,VFR,Airplane,Piston Engine,1.0,Cubcrafters,Carbon Cub Fx3,AZ,United States,North America,United States,395.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
8500000.0,USD,2015.0,No information,239.0,4.0,No information,Rotorcraft,Turboshaft,1.0,Cessna,H145,IL,United States,North America,Germany,,,0.0,N/A,,,0.0,N/A,Price: USD $
59000.0,USD,1980.0,Used,900.0,4.0,No information,Airplane,Piston Engine,1.0,Lake,La 4/200,VT,United States,North America,United States,73.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
139900.0,USD,1989.0,No information,1978.0,4.0,No information,Airplane,Piston Engine,1.0,Mooney International Corp,M20M,FL,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,Price: USD $
197500.0,USD,2002.0,Used,1189.0,4.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22,FL,United States,North America,United States,1189.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
95000.0,USD,1977.0,Used,3045.0,4.0,IFR,Airplane,Piston Engine,1.0,Mooney International Corp,M20J 201,AK,United States,North America,United States,519.0,SFRM,0.0,N/A,,SNEW,0.0,N/A,$
187000.0,USD,1978.0,Used,6239.0,8.0,IFR,Airplane,Piston Engine,2.0,Cessna,421C,CA,United States,North America,United States,826.0,SMOH,1229.0,SMOH,210.0,SPOH,210.0,SPOH,$
1995000.0,USD,2002.0,No information,2725.0,4.0,No information,Airplane,Turboprop,2.0,Beechcraft,King Air B200,TN,United States,North America,United States,,,,,,,,,Price: USD $
124000.0,USD,1978.0,Used,4575.0,4.0,IFR,Airplane,Piston Engine,1.0,Beechcraft,F33A Bonanza,SC,United States,North America,United States,1450.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
94500.0,USD,1979.0,Used,11080.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,172N Skyhawk,GA,United States,North America,United States,330.0,SFRM,0.0,N/A,,SMOH,0.0,N/A,$
195000.0,USD,1979.0,Used,5753.0,5.0,IFR,Airplane,Piston Engine,2.0,Beechcraft,55 Baron,AR,United States,North America,United States,871.0,SFRM,871.0,SFRM,1318.0,SPOH,1318.0,SPOH,$
1645000.0,USD,1999.0,No information,5977.8,4.0,No information,Airplane,Turbofan,2.0,Cessna,Citation Ultra,ID,United States,North America,United States,,,,,0.0,N/A,0.0,N/A,Price: USD $
159000.0,USD,1979.0,Used,5348.0,5.0,IFR,Airplane,Piston Engine,1.0,Beechcraft,V35B Bonanza,N/A,United States,North America,United States,30.0,SMOH,0.0,N/A,,SNEW,0.0,N/A,$
149000.0,USD,1978.0,Used,2485.0,6.0,IFR,Airplane,Piston Engine,2.0,Beechcraft,55 Baron,TX,United States,North America,United States,975.0,SMOH,975.0,SMOH,470.0,SPOH,470.0,SPOH,$
179000.0,USD,1979.0,Used,3310.0,6.0,IFR,Airplane,Piston Engine,2.0,Beechcraft,B55 Baron,TX,United States,North America,United States,1262.0,SNEW,1262.0,SNEW,673.0,SPOH,673.0,SPOH,$
2580000.0,USD,2004.0,Used,2394.0,4.0,VFR,Airplane,Turbofan,2.0,Cessna,Citation Cj2,TX,United States,North America,United States,2394.0,SNEW,2394.0,SMOH,0.0,N/A,0.0,N/A,$
226900.0,USD,1976.0,Used,1070.0,2.0,IFR,Airplane,Turboprop,1.0,Siai Marchetti,Sm1019A,N/A,United States,North America,Italy,1319.0,SMOH,0.0,N/A,,,0.0,N/A,$
2100000.0,USD,2011.0,No information,311.0,4.0,No information,Rotorcraft,Turboshaft,1.0,Bell Textron,206L 4,FL,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,Price: USD $
375000.0,USD,1977.0,Used,285.0,6.0,No information,Airplane,Piston Engine,1.0,Cessna,U206G,NC,United States,North America,United States,285.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
36700.0,USD,1962.0,Used,6850.0,4.0,No information,Airplane,Piston Engine,2.0,Aero Commander,500A,CA,United States,North America,United States,1062.0,,1905.0,,740.0,,740.0,,$
65000.0,USD,1968.0,Used,4230.0,4.0,IFR,Airplane,Piston Engine,1.0,Mooney International Corp,M20G Statesman,LA,United States,North America,United States,627.0,SMOH,0.0,N/A,,SMOH,0.0,N/A,$
169000.0,USD,1976.0,Used,4345.0,5.0,IFR,Airplane,Piston Engine,1.0,Beechcraft,V35B Bonanza,NC,United States,North America,United States,421.0,SFRM,0.0,N/A,,,0.0,N/A,$
32000.0,USD,1963.0,Used,2778.0,2.0,VFR,Airplane,Piston Engine,1.0,Cessna,150C,FL,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,$
109000.0,USD,1977.0,Used,2505.0,5.0,IFR,Airplane,Piston Engine,2.0,Beechcraft,B55 Baron,IL,United States,North America,United States,480.0,SMOH,30.0,SMOH,190.0,SPOH,190.0,SPOH,$
41900.0,USD,1971.0,Used,5678.0,4.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Arrow,MN,United States,North America,United States,904.0,SOH,0.0,N/A,,SOH,0.0,N/A,$
125000.0,USD,2008.0,Used,5025.0,6.0,VFR,Rotorcraft,Piston Engine,1.0,Schweizer,269C-1,MS,United States,North America,United States,379.0,,0.0,N/A,,,0.0,N/A,$
1595000.0,USD,2008.0,Used,1750.0,6.0,No information,Airplane,Turboprop,2.0,Beechcraft,King Air C90Gti,MN,United States,North America,United States,1750.0,SNEW,1750.0,SNEW,,,,,$
625000.0,USD,2013.0,Used,415.0,5.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22T-G5,TX,United States,North America,United States,415.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
68500.0,USD,1972.0,Used,3513.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,182P Skylane,N/A,United States,North America,United States,821.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
175000.0,GBP,1987.0,No information,3939.3759715731367,6.0,IFR,Airplane,Piston Engine,1.0,Cessna,P210,N/A,United Kingdom,Europe,United States,,,0.0,N/A,,,0.0,N/A,Price: Â£
165000.0,USD,1974.0,Used,5308.0,6.0,IFR,Airplane,Piston Engine,1.0,Cessna,210L,FL,United States,North America,United States,1360.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
129500.0,USD,1978.0,Used,2310.0,6.0,IFR,Airplane,Piston Engine,1.0,Cessna,P210N,MN,United States,North America,United States,615.0,SMOH,0.0,N/A,,SMOH,0.0,N/A,$
126900.0,USD,1976.0,Used,3486.0,6.0,IFR,Airplane,Piston Engine,1.0,Cessna,T210L,IN,United States,North America,United States,826.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
209900.0,USD,1979.0,Used,3275.0,6.0,IFR,Airplane,Piston Engine,1.0,Cessna,T210N,OK,United States,North America,United States,610.0,SNEW,0.0,N/A,,SOH,0.0,N/A,$
999000.0,USD,2014.0,Used,150.0,4.0,No information,Airplane,Piston Engine,2.0,Beechcraft,G58 Baron,NC,United States,North America,United States,150.0,SNEW,150.0,SNEW,150.0,SNEW,150.0,SNEW,$
214900.0,USD,2007.0,No information,3900.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,182T Skylane,FL,United States,North America,United States,1672.0,SMOH,0.0,N/A,,SNEW,0.0,N/A,$
79950.0,USD,1973.0,Used,3244.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,182P Skylane,CA,United States,North America,United States,2224.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
52000.0,USD,1974.0,Used,4050.0,4.0,IFR,Airplane,Piston Engine,1.0,Beechcraft,C23 Sundowner 180,NY,United States,North America,United States,72.0,,0.0,N/A,,,0.0,N/A,$
42500.0,USD,1973.0,Used,1013.0,4.0,No information,Airplane,Piston Engine,1.0,Bellanca,Citabria 7Gcbc,UT,United States,North America,United States,1013.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
28500.0,USD,1946.0,Used,2648.0,2.0,VFR,Airplane,Piston Engine,1.0,Piper Aircraft,J-3 Cub,FL,United States,North America,United States,720.0,SMOH,0.0,N/A,,,0.0,N/A,$
189000.0,USD,1973.0,Used,5711.0,8.0,IFR,Airplane,Piston Engine,2.0,Cessna,421B,IL,United States,North America,United States,561.0,SFOH,1062.0,SFOH,164.0,,164.0,,$
144900.0,USD,1973.0,Used,4799.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,182 Skylane,MS,United States,North America,United States,251.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
239950.0,USD,2003.0,Used,2902.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,182T Skylane,MS,United States,North America,United States,246.0,SFRM,0.0,N/A,,SPOH,0.0,N/A,$
625000.0,USD,2013.0,No information,292.0,5.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22T-G5 Gts,OH,United States,North America,United States,292.0,SNEW,0.0,N/A,,,0.0,N/A,$
269900.0,USD,2007.0,No information,2262.0,4.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22-G3 Turbo Gts,N/A,United Kingdom,Europe,United States,1703.0,,0.0,N/A,,,0.0,N/A,$
259000.0,USD,2007.0,Used,2400.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,T182T Skylane,ID,United States,North America,United States,2150.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
72000.0,USD,1971.0,Used,1585.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,177Rg,CA,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,$
189900.0,USD,1977.0,Used,4816.0,6.0,IFR,Airplane,Piston Engine,1.0,Beechcraft,A36 Bonanza 36,IN,United States,North America,United States,448.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
69900.0,USD,1979.0,Used,4253.0,4.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Turbo Arrow Iv,FL,United States,North America,United States,1640.0,,0.0,N/A,,,0.0,N/A,$
695000.0,USD,1987.0,Used,8990.0,8.0,No information,Airplane,Turbofan,2.0,Hawker,800A,OK,United States,North America,United Kingdom,,,,,0.0,N/A,0.0,N/A,$
75000.0,USD,2018.0,Used,100.0,2.0,VFR,Airplane,Piston Engine,1.0,Van'S Aircraft,Rv-12,TX,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,$
190000.0,USD,1979.0,Used,2620.0,6.0,IFR,Airplane,Piston Engine,2.0,Piper Aircraft Corporation,601P,OH,United States,North America,United States,20.0,SMOH,737.0,,1016.0,SPOH,1016.0,SPOH,$
257900.0,USD,2005.0,Used,2000.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,182T Skylane,NY,United States,North America,United States,2000.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
104900.0,USD,1979.0,Used,1989.0,4.0,VFR,Airplane,Piston Engine,1.0,Piper Aircraft,Dakota,CA,United States,North America,United States,30.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
109900.0,USD,1976.0,Used,4050.0,4.0,IFR,Airplane,Piston Engine,2.0,Beechcraft,B55 Baron,MS,United States,North America,United States,380.0,SFOH,1365.0,SFRM,507.0,SPOH,507.0,SPOH,$
375000.0,USD,2009.0,Used,1378.0,4.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22-G3 Turbo Gts,MI,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,$
195000.0,USD,1989.0,Used,1200.0,3.0,IFR,Airplane,Piston Engine,1.0,Waco Aircraft Company,Ymf-5,FL,United States,North America,United States,84.0,SNEW,0.0,N/A,0.0,N/A,0.0,N/A,$
209000.0,USD,2000.0,Used,1250.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,300,NC,United States,North America,United States,1250.0,SNEW,0.0,N/A,,,0.0,N/A,$
25000.0,USD,1948.0,Used,4148.0,2.0,No information,Airplane,Piston Engine,1.0,Cessna,140,CO,United States,North America,United States,1306.0,SMOH,0.0,N/A,,SNEW,0.0,N/A,$
135000.0,USD,1979.0,Used,2530.0,4.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Dakota,FL,United States,North America,United States,672.0,SFOH,0.0,N/A,,SMOH,0.0,N/A,$
56900.0,USD,1979.0,Used,4940.0,4.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Archer Ii,AZ,United States,North America,United States,444.0,SMOH,0.0,N/A,,SNEW,0.0,N/A,$
1595000.0,USD,1987.0,No information,6633.0,4.0,No information,Airplane,Turbofan,2.0,Bombardier Challenger,601-3Aer,FL,United States,North America,Canada,,,,,0.0,N/A,0.0,N/A,Price: USD $
540000.0,USD,1980.0,Used,3955.0,6.0,IFR,Airplane,Turboprop,1.0,Cessna,P210 Silver Eagle,OK,United States,North America,United States,2279.0,SNEW,0.0,N/A,,SPOH,0.0,N/A,$
689000.0,USD,2016.0,Used,577.0,5.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22T-G5 Gts,UT,United States,North America,United States,577.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
319000.0,USD,1999.0,Used,1360.0,6.0,IFR,Airplane,Piston Engine,1.0,Beechcraft,B36Tc Bonanza,FL,United States,North America,United States,1360.0,SNEW,0.0,N/A,,SPOH,0.0,N/A,$
139900.0,USD,1998.0,Used,8200.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,172R Skyhawk,NJ,United States,North America,United States,400.0,SMOH,0.0,N/A,,,0.0,N/A,$
349500.0,USD,2008.0,Used,1322.0,4.0,No information,Airplane,Piston Engine,1.0,Cirrus,Sr22-G3 Gts,OH,United States,North America,United States,1322.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
650000.0,USD,1997.0,No information,9423.4,9.0,IFR,Airplane,Turbofan,2.0,Beechcraft,Beechjet 400A,N/A,United States,North America,United States,,,,,0.0,N/A,0.0,N/A,Price: USD $
29900.0,USD,1939.0,Used,4500.0,2.0,VFR,Airplane,Piston Engine,1.0,Stinson Aircraft Company ,Hw-75,CA,United States,North America,United States,520.0,SMOH,0.0,N/A,,SNEW,0.0,N/A,$
125000.0,USD,1949.0,Used,3939.3759715731367,4.0,No information,Rotorcraft,Piston Engine,1.0,Bell Textron,47D-1,ME,United States,North America,United States,,,0.0,N/A,,,0.0,N/A,$
179900.0,USD,1981.0,Used,16661.0,10.0,IFR,Airplane,Piston Engine,2.0,Piper Aircraft,Navajo Chieftain,FL,United States,North America,United States,233.0,SMOH,1259.0,SMOH,,,,,$
64950.0,USD,1979.0,Used,9724.0,4.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Archer Ii,CA,United States,North America,United States,1537.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
369000.0,USD,2004.0,Used,1079.0,6.0,IFR,Airplane,Piston Engine,1.0,Cessna,T206H,FL,United States,North America,United States,1079.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
985000.0,USD,1987.0,No information,3939.3759715731367,4.0,No information,Airplane,Turbofan,2.0,Dassault Aviation,50,TX,United States,North America,France,,,,,0.0,N/A,0.0,N/A,Price: USD $
1999000.0,USD,2007.0,No information,2103.0,4.0,No information,Airplane,Turboprop,2.0,Piaggio Aero,P-180 Avanti Ii,TX,United States,North America,Italy,2103.0,SNEW,2103.0,SNEW,,,,,$
2358600.0,USD,2017.0,New,3939.3759715731367,7.0,IFR,Airplane,Turboprop,2.0,Quest Aircraft,Kodiak,IN,United States,North America,United States,,,,,,,,,$
129500.0,USD,1976.0,Used,4640.0,6.0,IFR,Airplane,Piston Engine,2.0,Beechcraft,58P Baron,MS,United States,North America,United States,551.0,STOH,551.0,STOH,233.0,,233.0,,$
115000.0,USD,1953.0,Used,4210.0,2.0,VFR,Airplane,Piston Engine,1.0,Piper Aircraft,Super Cub,IN,United States,North America,United States,684.0,SMOH,0.0,N/A,,,0.0,N/A,$
239000.0,USD,1978.0,Used,6712.0,6.0,IFR,Airplane,Piston Engine,2.0,Beechcraft,58 Baron,CO,United States,North America,United States,25.0,SMOH,25.0,SMOH,25.0,SMOH,25.0,SMOH,$
595000.0,USD,2015.0,Used,1044.0,5.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22-G5 Turbo,WA,United States,North America,United States,1044.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
1295000.0,USD,1982.0,No information,7833.0,4.0,No information,Airplane,Turboprop,2.0,Beechcraft,King Air B200,IA,United States,North America,United States,,,,,,,,,Price: USD $
729900.0,USD,2016.0,No information,397.0,5.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22T-G5 Gts,OH,United States,North America,United States,397.0,,0.0,N/A,,,0.0,N/A,$
485000.0,USD,2012.0,Used,802.0,4.0,No information,Airplane,Piston Engine,1.0,Cirrus,Sr22-G3 Gts,OH,United States,North America,United States,802.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
85000.0,USD,1991.0,Used,9744.0,2.0,VFR,Rotorcraft,Piston Engine,1.0,Robinson Helicopter,R22 Beta,PA,United States,North America,United States,1865.0,,0.0,N/A,,,0.0,N/A,$
315000.0,USD,2007.0,Used,880.0,4.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22-G3 Turbo Gts,WI,United States,North America,United States,880.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
94999.0,USD,1979.0,Used,3139.0,4.0,IFR,Airplane,Piston Engine,1.0,Mooney International Corp,M20K 231,ND,United States,North America,United States,1406.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
99000.0,USD,1980.0,Used,5616.0,4.0,IFR,Airplane,Piston Engine,1.0,Mooney International Corp,M20K 231,KS,United States,North America,United States,172.0,SMOH,0.0,N/A,,SNEW,0.0,N/A,$
109000.0,USD,1982.0,Used,2588.0,4.0,IFR,Airplane,Piston Engine,1.0,Mooney International Corp,M20K 231,KS,United States,North America,United States,701.0,SMOH,0.0,N/A,605.0,,0.0,N/A,$
2695000.0,USD,2001.0,No information,4490.0,10.0,No information,Airplane,Turbofan,2.0,Cessna,Citation X,MD,United States,North America,United States,,,,,0.0,N/A,0.0,N/A,Price: USD $
399000.0,USD,1978.0,No information,8819.0,10.0,IFR,Airplane,Turbofan,2.0,Cessna,Citation Ii,AR,United States,North America,United States,,,,,0.0,N/A,0.0,N/A,Price: USD $
25000.0,USD,1947.0,Used,5890.0,2.0,No information,Airplane,Piston Engine,1.0,Cessna,140,ID,United States,North America,United States,45.0,SMOH,0.0,N/A,,,0.0,N/A,$
185000.0,USD,2018.0,Used,38.0,2.0,IFR,Airplane,Piston Engine,1.0,Brm Aero,Bristell,UT,United States,North America,Czech Republic,38.0,SNEW,0.0,N/A,,SNEW,0.0,N/A,$
179900.0,USD,1979.0,Used,2350.0,4.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Dakota,SC,United States,North America,United States,420.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
689900.0,USD,2015.0,Used,380.0,5.0,IFR,Airplane,Piston Engine,1.0,Cirrus,Sr22T-G5 Gts,OH,United States,North America,United States,380.0,,0.0,N/A,,,0.0,N/A,$
365000.0,USD,1983.0,Used,1700.0,2.0,IFR,Airplane,Turbofan,2.0,Aero,L-39C Albatros,IL,United States,North America,Czech Republic,775.0,SNEW,,,0.0,N/A,0.0,N/A,$
3995000.0,USD,2000.0,No information,8160.4,4.0,No information,Airplane,Turbofan,2.0,Dassault Aviation,50Ex,MI,United States,North America,France,,,,,0.0,N/A,0.0,N/A,Price: USD $
2395000.0,USD,2014.0,Used,8959.0,4.0,IFR,Airplane,Turbofan,2.0,Nextant,400Xti,TN,United States,North America,United States,1503.0,SNEW,1503.0,SNEW,0.0,N/A,0.0,N/A,$
62000.0,USD,1981.0,Used,610.0,4.0,VFR,Airplane,Piston Engine,1.0,Aviat,S-1S,OH,United States,North America,United States,610.0,SMOH,0.0,N/A,,,0.0,N/A,$
139900.0,USD,1976.0,Used,5450.0,5.0,IFR,Airplane,Piston Engine,2.0,Piper Aircraft Corporation,601P,TX,United States,North America,United States,375.0,SMOH,375.0,SMOH,15.0,SMOH,15.0,SMOH,$
59900.0,USD,2010.0,Used,50.0,2.0,No information,Airplane,Piston Engine,1.0,Van'S Aircraft,Rv-6/6A,FL,United States,North America,United States,750.0,SMOH,0.0,N/A,,,0.0,N/A,$
435000.0,USD,2006.0,Used,2200.0,4.0,IFR,Rotorcraft,Piston Engine,1.0,Robinson Helicopter,R44 Raven Ii,MI,United States,North America,United States,0.0,N/A,0.0,N/A,,,0.0,N/A,$
189000.0,USD,2006.0,Used,8975.0,4.0,IFR,Airplane,Piston Engine,1.0,Cessna,172R Skyhawk,MO,United States,North America,United States,280.0,SMOH,0.0,N/A,,SMOH,0.0,N/A,$
119900.0,USD,2003.0,Used,5610.0,4.0,IFR,Airplane,Piston Engine,1.0,Piper Aircraft,Arrow,KY,United States,North America,United States,1730.0,SMOH,0.0,N/A,,SPOH,0.0,N/A,$
309000.0,USD,2001.0,Used,2175.0,6.0,IFR,Airplane,Piston Engine,1.0,Cessna,T206H,NC,United States,North America,United States,2175.0,SNEW,0.0,N/A,,SPOH,0.0,N/A,$
105000.0,USD,1968.0,Used,2590.0,4.0,IFR,Airplane,Piston Engine,2.0,Cessna,T337,NM,United States,North America,United States,440.0,SFOH,200.0,SFOH,158.0,SPOH,158.0,SPOH,$
